HybridID,PC1,scaffold_0_169794,scaffold_0_212795,scaffold_0_217123,scaffold_0_337936,scaffold_0_341017,scaffold_0_358525,scaffold_0_358535,scaffold_0_502805,scaffold_0_502807,scaffold_0_502808,scaffold_0_633570,scaffold_0_633597,scaffold_0_697387,scaffold_0_827857,scaffold_0_837632,scaffold_0_937789,scaffold_0_937810,scaffold_0_946633,scaffold_0_959733,scaffold_0_973190,scaffold_0_1325166,scaffold_0_1325183,scaffold_0_1839752,scaffold_0_1985486,scaffold_0_1988457,scaffold_0_2033916,scaffold_0_2033979,scaffold_0_2087595,scaffold_0_2087604,scaffold_0_2087605,scaffold_0_2087671,scaffold_0_2278492,scaffold_0_2325356,scaffold_0_2359661,scaffold_0_2364990,scaffold_0_2364993,scaffold_0_2582499,scaffold_0_2582514,scaffold_0_2782786,scaffold_0_2782860,scaffold_0_3261833,scaffold_0_3426417,scaffold_0_3426419,scaffold_0_3785116,scaffold_0_4096946,scaffold_0_4363923,scaffold_0_4389029,scaffold_0_4548444,scaffold_0_4850749,scaffold_0_5071706,scaffold_0_5419399,scaffold_0_5419420,scaffold_0_5472346,scaffold_0_5472362,scaffold_0_5652794,scaffold_0_6000501,scaffold_0_6157670,scaffold_0_6251368,scaffold_0_6374044,scaffold_0_6387589,scaffold_0_6399461,scaffold_0_6532107,scaffold_0_6817045,scaffold_0_6817061,scaffold_0_6844226,scaffold_0_6854671,scaffold_0_7061265,scaffold_0_7090622,scaffold_0_7146161,scaffold_0_7270121,scaffold_0_7360414,scaffold_0_7560767,scaffold_0_7560774,scaffold_0_7591317,scaffold_0_7893575,scaffold_0_7926484,scaffold_0_8044200,scaffold_0_8123054,scaffold_0_8123115,scaffold_0_8310002,scaffold_0_8345400,scaffold_0_8411263,scaffold_0_8482348,scaffold_0_8578619,scaffold_0_8829227,scaffold_0_8989166,scaffold_0_8989175,scaffold_0_9136991,scaffold_0_9136995,scaffold_0_9159519,scaffold_0_9486992,scaffold_0_10051559,scaffold_0_10071521,scaffold_0_10075237,scaffold_0_10075312,scaffold_0_10759234,scaffold_0_10759299,scaffold_0_10793672,scaffold_0_10793764,scaffold_0_11161191,scaffold_0_11161192,scaffold_0_11161220,scaffold_0_11161266,scaffold_0_11161297,scaffold_0_11268452,scaffold_0_11488535,scaffold_0_11488624,scaffold_0_12199756,scaffold_0_12538580,scaffold_0_12843237,scaffold_0_12844052,scaffold_0_12921128,scaffold_0_12921135,scaffold_0_12921138,scaffold_0_13419971,scaffold_0_14039398,scaffold_0_14258847,scaffold_0_14258868,scaffold_0_14258894,scaffold_0_14258907,scaffold_0_14345619,scaffold_0_14886529,scaffold_0_14967006,scaffold_0_14971946,scaffold_0_14971981,scaffold_0_15053418,scaffold_0_15118060,scaffold_0_15218636,scaffold_0_15370056,scaffold_0_15728889,scaffold_0_16103060,scaffold_0_16149180,scaffold_0_16222976,scaffold_0_16223129,scaffold_0_16382662,scaffold_0_16382740,scaffold_0_16438537,scaffold_0_16489752,scaffold_0_16491630,scaffold_0_16567454,scaffold_0_16578666,scaffold_0_17182901,scaffold_0_17241716,scaffold_0_17241786,scaffold_0_17457773,scaffold_0_18374841,scaffold_0_18441968,scaffold_0_18445863,scaffold_0_18664702,scaffold_0_18725296
5447,-0.052647395,NA,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,BB,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AB,AA,AB,AB,NA,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,NA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AA,AB,AA,AB,AB,AB,AB,AA,BB,AB,AB,AB,AB,BB,AA,AA,AA,AA,AA,AA,AB,AA,AA,AB,AA,AB,AB,AB,AA,NA,AA,AA,AB,AB
5041,-0.051305129,BB,AA,AA,BB,AB,BB,AA,AB,AB,AB,BB,BB,AB,AB,AB,BB,BB,AA,AA,BB,BB,BB,AB,AA,AB,AA,AA,AB,AB,AB,AB,AA,AA,AB,NA,NA,NA,NA,BB,AB,BB,AB,AA,AA,AA,AA,AB,AB,BB,AA,AA,AA,BB,AA,AB,AA,AB,BB,AA,AB,AA,AA,NA,NA,NA,BB,AB,NA,NA,NA,BB,AA,BB,AB,AB,NA,NA,BB,AA,NA,NA,BB,AA,AB,AB,AB,AB,AA,AB,AB,BB,AB,AB,BB,BB,NA,NA,AA,AA,NA,NA,NA,AA,AA,BB,BB,AB,BB,BB,AA,AA,NA,NA,NA,BB,AA,AB,AB,AB,AB,NA,NA,NA,AA,BB,AA,AA,AA,NA,AA,AB,AA,AA,BB,AB,AB,AB,NA,BB,AA,AA,AB,BB,BB,AA,AA,AA,AA,AA,AB
5173,-0.051174491,AB,AA,AB,AB,AB,AA,AB,AA,AA,AA,BB,AA,BB,AB,NA,AB,AA,AB,AA,AA,AB,AB,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,AA,AB,AA,AB,BB,AB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,NA,AA,BB,BB,NA,BB,AA,NA,BB,AA,BB,AA,BB,BB,AA,AB,AA,AA,BB,AA,BB,AA,AA,BB,NA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,AB,AB,AA,AA,AB,AA,AA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,BB,BB,AA,AB,AA,BB,AA,AB,AB,AA,AB,AB,BB,BB,BB,AB,AB,AB,AA,AA,BB,BB,AB,AA,AA,AA,BB,BB
5110,-0.050619534,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AB,AB,AB,AB,BB,BB,BB,AA,AB,AB,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
5053,-0.049212523,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AB,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AB,AB,AB,AB,AB,AA,BB,AA,AB,AA,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AA,AA,AB,AB,AB,AA,AA,AB,AB,AB,AB,AB,AA,AB,AA,AA,AB,AB
5593,-0.047354218,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AB,AA,BB,AB,BB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,AB,AA,AA,AB,AA,BB,AA,BB,AB,AA,AB,AA,AA,AB,AA,BB,AA,NA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,NA,NA,AA,AA,AA,AA,BB,BB
5169,-0.047323009,AB,BB,AB,AB,AB,AA,AB,AA,AA,AA,BB,AB,BB,AA,AB,AB,AA,AB,AB,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,AA,AA,BB,AA,AB,BB,BB,AA,AA,NA,AA,BB,BB,AB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AB,BB,AA,AA,AA,AB,AA,AA,BB,AB,AA,AA,BB,AA,AB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AB,AB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB
5365,-0.047105632,AB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,NA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AA,AA,AA,AA,AB,AA,AA,BB,AA,AA,AA,AA,AB,AA,BB,AA,BB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AB,AB,AB,AB,BB,BB,BB,AB,AA,AB,AA,AA,BB,BB,BB,AA,AB,AB,AB,BB
5058,-0.04648044,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AB,AA,AA,AB,AB,BB,BB,AB,AB,AB,AB,AB,AA,BB,BB,AA,AB,AB,AA,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AA,AB,AB,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,NA,AA,BB,AB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,NA,AA,AA,AA,NA,BB,AA,AA,AA,BB,AA,AA,AA,AA
5042,-0.046479865,NA,AA,AA,NA,BB,AA,BB,AA,AA,AA,BB,BB,BB,NA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,NA,AB,BB,AA,BB,BB,AA,BB,AB,AB,AB,AB,AA,NA,AB,BB,BB,AA,NA,AA,AA,AB,AA,BB,AA,BB,AB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,NA,NA,NA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,AB,AA,BB,BB,AA,AA,AA,BB,AA,AB,AB,NA,AA,AB,AA,AA,BB,AB,BB,AB,AA,AA,BB,BB,AB,AA,AB,AA,AB,BB
5548,-0.046262207,AB,AA,AA,AB,AB,AA,BB,AB,AB,AB,AB,AB,BB,BB,AB,BB,AB,AA,AA,AB,AA,AA,AB,AB,AB,AA,BB,AB,AB,AB,AB,AB,AA,AB,AB,AB,NA,NA,AB,AB,AB,NA,NA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AB,AB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AB,NA,BB,AA,BB,BB,AA,AB,AB,AA,AB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,NA,BB,AA,BB,AA,BB,AA,BB,AA,AA,NA,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,NA,AA,AA,BB,BB
5120,-0.045758745,NA,NA,NA,BB,AA,AA,AA,AB,AB,AB,BB,BB,BB,BB,AB,NA,NA,AB,AA,AA,AA,AA,BB,AA,AA,AB,AA,BB,BB,BB,AB,AA,BB,AA,AA,AA,AA,AA,BB,AA,NA,BB,AA,AA,AA,NA,AA,NA,NA,BB,BB,BB,AA,BB,AA,AB,AB,AB,BB,AA,AA,AB,BB,BB,NA,AA,AA,AA,AA,AA,BB,AA,BB,NA,AA,NA,BB,AA,AA,NA,BB,NA,AB,BB,AA,AA,AA,AB,AA,NA,BB,NA,AA,AA,BB,AA,AB,NA,NA,AA,AA,BB,AB,AB,AA,NA,BB,AA,AA,NA,NA,AA,AA,AA,AB,AA,NA,NA,NA,NA,NA,AA,AB,BB,AA,NA,AA,NA,AA,AB,NA,BB,AA,AA,BB,BB,BB,NA,NA,AB,AA,AA,BB,BB,AB,AA,AB,NA,AA,BB
5034,-0.04492707,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,NA,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,NA,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,NA,BB,AA,AA,BB,AA,AB,AA,AA,AA,AA,AB,AB,AB,AA,AA,AB,NA,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,NA,AA,AA,BB,AA,AB,AB,AB,AA,AB,BB,AB,AA,BB,BB,NA,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB
5200,-0.044039054,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AB,AB,AA,BB,AB,BB,AB,BB,BB,AA,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,AA,AA,AA,AB,AA,BB,AA,BB,AB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AB,AB,AA,AA,AB,NA,AA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AA,BB,AB,AB,BB,BB,BB,AB,AB,AB,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
5189,-0.043666144,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AA,BB,AB,BB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,BB,AA,AA,AB,AA,BB,AA,BB,AB,AA,AB,AA,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AB,AA,AA,AA,AA,BB,AB,AB,AA,AA,AB,AA,AA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AA,BB,AA,AB,AA,BB,AA,AB,AB,AB,AB,AA,BB,BB,BB,AA,AA,AB,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
5004,-0.043321923,AA,BB,AB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AA,AB,AB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB
5033,-0.042388589,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AB,AA,AA,BB,AB,BB,AA,BB,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,BB,BB,AA,AB,AA,AA,AB,AA,BB,AA,BB,AB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AB,AB,AA,AA,AB,NA,AA,AA,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AB,AB,AB,AB,BB,BB,BB,AA,AB,AB,AA,AA,BB,BB,AB,AA,AA,AB,AB,BB
5106,-0.042211734,NA,NA,NA,BB,BB,AA,BB,NA,NA,NA,NA,NA,NA,BB,NA,NA,NA,AA,AA,NA,AB,AA,NA,NA,AA,AA,NA,AA,BB,BB,BB,NA,AA,BB,NA,NA,NA,NA,BB,AA,NA,BB,AA,NA,NA,AA,NA,NA,NA,NA,BB,BB,NA,NA,NA,AB,NA,BB,NA,NA,AA,NA,BB,BB,NA,NA,AB,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,NA,AB,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB,NA,NA,NA,NA,BB,NA,NA,AA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,BB,BB,NA,NA,AA,NA,NA,BB
5533,-0.041563418,AB,AA,AA,BB,AB,AB,AB,BB,BB,BB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AA,AB,AB,AB,AA,AA,AB,AB,AB,AB,AB,AA,AB,AB,AB,AA,AB,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AA,BB,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AA,AA,AA,BB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB,BB,BB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB
5610,-0.040370096,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,BB,BB,AB,AB,AB,BB,AA,AA,AA,AB,AB,AB,AA,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AA,NA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AA,AA,AB,AB,AA,AA,AB,AB,AB,AA,NA,AB,AB,AB,BB,AA,AA,AA,AB,AA,BB,AA,AB,BB,AB,AA,AA,AA,AA,AA,BB,AB,AA,AA,BB,AA,BB,AB,AA,AA,AA,BB,AB,AB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AB,AB,BB,BB,BB,AB,AB,AB,AA,AA,BB,BB,AB,AA,AB,BB,AB,AB
5302,-0.040349458,AB,AB,AB,AB,AB,AA,AB,AA,AA,AA,BB,AB,BB,AB,AB,AB,AA,AB,AB,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,AA,BB,AA,AB,BB,AB,AA,AA,AA,AA,BB,BB,BB,BB,BB,AB,AB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AB,BB,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AB,AB,AB,AB,BB,BB,BB,AB,AB,AB,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
5308,-0.0391355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5459,-0.038943169,AB,AB,AB,AB,AB,AA,AB,AA,AA,AA,BB,AB,BB,AB,AB,AB,AA,AB,AB,AA,AA,AA,BB,AA,AA,AA,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,AA,AB,AA,AA,BB,AB,AB,AA,AA,AB,AB,AB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AB,AB,AB,AB,BB,AB,AB,BB,BB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AB,BB,BB,AB,AB,AB,AA,AB,AB,AB,BB,BB,AB,BB,AA,AB,AA,AB,AB,AB,AB,AB,AA,AB,AA,AB,AA,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,BB,AA,AA,AA,AA,BB,BB,AB,AA,AA,AB,AB,AB,AA,AA,AB,NA,AA,AB,AB,AB
5175,-0.03813252,AA,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,BB,AA,AA,BB,AA,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AA,AA,AA,BB,AA,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AA,AB
5534,-0.037989639,AB,AB,AB,AB,AA,AA,AB,AB,AB,AB,BB,AB,BB,AB,AB,AB,AA,AB,AB,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,AA,BB,AA,AB,AB,AB,AA,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AA,AA,AA,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AA,AA,AA,AB,BB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AA,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AB,BB,AB,AB,AA,AB
5016,-0.037350124,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,NA,NA,BB,AA,BB,AA,BB,BB,AA,AA,AA,NA,AA,BB,AB,BB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AB,AA,AB,AB,AA,AB,AA,BB,AA,NA,BB,AA,AA,AA,AB,AA,AA,BB,AB,AA,AA,BB,AA,AB,BB,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,AA,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,BB,AA,BB,AA,AB,AB,AB,BB,BB,BB,AB,BB,AB,AA,AA,BB,BB,AB,AA,BB,AB,AB,BB
